Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverallSatisfaction,CareerProgressionRatio,YearsWithoutPromotion,AnnualSalary,SalaryHikeImpact,WorkLoadIndex,BusinessTravel_Encoded,Department_Encoded,Education_Encoded,EducationField_Encoded,EnvironmentSatisfaction_Encoded,Gender_Encoded,JobInvolvement_Encoded,JobRole_Encoded,JobSatisfaction_Encoded,MaritalStatus_Encoded,OverTime_Encoded,PerformanceRating_Encoded,RelationshipSatisfaction_Encoded,WorkLifeBalance_Encoded
46,1,Travel_Rarely,669,Sales,9,College,Medical,High,Male,64,Medium,3,Sales Executive,Very High,Single,9619,13596,1,No,16,Excellent,Very High,0,9,3,Better,9,8,4,7,3.5,0.5,4,115428,153904,2,2,2,2,3,0,1,2,7,3,2,0,0,3,2
40,0,Travel_Frequently,530,Research & Development,1,Master,Life Sciences,High,Male,78,Medium,4,Healthcare Representative,Medium,Married,13503,14115,1,No,22,Outstanding,Very High,1,22,3,Good,22,3,11,11,2.75,0.5217391304347826,-8,162036,297066,2,1,1,4,1,0,1,2,0,2,1,0,1,3,3
51,0,Travel_Rarely,632,Sales,21,Master,Marketing,High,Male,71,High,2,Sales Executive,Very High,Single,5441,8423,0,Yes,22,Outstanding,Very High,0,11,2,Bad,10,7,1,0,3.0,0.18181818181818182,6,65292,119702,6,2,2,4,2,0,1,0,7,3,2,1,1,3,0
30,0,Travel_Rarely,1334,Sales,4,College,Medical,High,Female,63,Medium,2,Sales Executive,Medium,Divorced,5209,19760,1,Yes,12,Excellent,Medium,3,11,4,Good,11,8,2,7,2.25,0.25,6,62508,62508,4,2,2,2,3,0,0,2,7,2,0,1,0,2,3
46,0,Travel_Frequently,638,Research & Development,1,Bachelor,Medical,High,Male,40,Medium,3,Healthcare Representative,Low,Married,10673,3142,2,Yes,13,Excellent,High,1,21,5,Good,10,9,9,5,2.25,0.9090909090909091,0,128076,138749,4,1,1,0,3,0,1,2,0,1,1,1,0,0,3
32,0,Travel_Rarely,1093,Sales,6,Master,Medical,Medium,Male,87,High,2,Sales Executive,High,Single,5010,24301,1,No,16,Excellent,Low,0,12,0,Better,11,8,5,7,2.25,0.5,3,60120,80160,3,2,2,4,3,2,1,0,7,0,2,0,0,1,2
54,0,Travel_Rarely,1217,Research & Development,2,Master,Technical Degree,Low,Female,60,High,3,Research Director,High,Married,13549,24001,9,No,12,Excellent,Low,1,16,5,Bad,4,3,0,3,1.5,0.2,3,162588,162588,3,2,1,4,5,1,0,0,5,0,1,0,0,1,0
24,0,Travel_Rarely,1353,Sales,3,College,Other,Low,Female,33,High,2,Sales Executive,High,Married,4999,17519,0,No,21,Outstanding,Low,1,4,2,Good,3,2,0,2,1.75,0.25,2,59988,104979,3,2,2,2,4,1,0,0,7,0,1,0,1,1,3
28,0,Non-Travel,120,Sales,4,Bachelor,Medical,Medium,Male,43,High,2,Sales Executive,High,Married,4221,8863,1,No,15,Excellent,Medium,0,5,3,Best,5,4,0,4,2.75,0.16666666666666666,4,50652,63315,3,0,2,0,3,2,1,0,7,0,1,0,0,2,1
58,0,Travel_Rarely,682,Sales,10,Master,Medical,Very High,Male,37,High,4,Sales Executive,High,Single,13872,24409,0,No,13,Excellent,High,0,38,1,Good,37,10,1,8,3.0,0.05263157894736842,9,166464,180336,3,2,2,4,3,3,1,0,7,0,2,0,0,0,3
44,0,Non-Travel,489,Research & Development,23,Bachelor,Medical,Medium,Male,67,High,2,Laboratory Technician,Medium,Married,2042,25043,4,No,12,Excellent,High,1,17,3,Best,3,2,1,2,2.75,0.5,1,24504,24504,3,0,1,0,3,2,1,0,2,2,1,0,0,0,1
37,1,Travel_Rarely,807,Human Resources,6,Master,Human Resources,High,Male,63,High,1,Human Resources,Low,Divorced,2073,23648,4,Yes,22,Outstanding,Very High,0,7,3,Better,3,2,0,2,2.75,0.25,2,24876,45606,6,2,0,4,0,0,1,0,1,1,0,1,1,3,2
32,0,Travel_Rarely,827,Research & Development,1,Below College,Life Sciences,Very High,Male,71,High,1,Research Scientist,Low,Single,2956,15178,1,No,13,Excellent,Very High,0,1,2,Better,1,0,0,0,3.0,0.5,0,35472,38428,3,2,1,1,1,3,1,0,6,1,2,0,0,3,2
20,1,Travel_Frequently,871,Research & Development,6,Bachelor,Life Sciences,Very High,Female,66,Medium,1,Laboratory Technician,Very High,Single,2926,19783,1,Yes,18,Excellent,Medium,0,1,5,Better,1,0,1,0,3.25,1.0,-1,35112,52668,4,1,1,0,1,3,0,2,2,3,2,1,0,2,2
34,0,Travel_Rarely,665,Research & Development,6,Master,Other,Low,Female,41,High,2,Research Scientist,High,Single,4809,12482,1,No,14,Excellent,High,0,16,3,Better,16,13,2,10,2.5,0.17647058823529413,11,57708,67326,3,2,1,4,4,1,0,0,6,0,2,0,0,0,2
37,0,Non-Travel,1040,Research & Development,2,College,Life Sciences,High,Male,100,Medium,2,Healthcare Representative,Very High,Divorced,5163,15850,5,No,14,Excellent,Very High,1,17,2,Best,1,0,0,0,3.75,0.5,0,61956,72282,2,0,1,2,1,0,1,2,0,3,0,0,0,3,1
59,0,Non-Travel,1420,Human Resources,2,Master,Human Resources,High,Female,32,Medium,5,Manager,Very High,Married,18844,21922,9,No,21,Outstanding,Very High,1,30,3,Better,3,2,2,2,3.5,0.75,0,226128,395724,2,0,0,4,0,0,0,2,3,3,1,0,1,3,2
50,0,Travel_Frequently,1115,Research & Development,1,Bachelor,Life Sciences,Low,Female,73,High,5,Research Director,Medium,Married,18172,9755,3,Yes,19,Excellent,Low,0,28,1,Good,8,3,0,7,1.5,0.1111111111111111,3,218064,345268,6,1,1,0,1,1,0,0,5,2,1,1,0,1,3
25,1,Travel_Rarely,240,Sales,5,Bachelor,Marketing,High,Male,46,Medium,2,Sales Executive,High,Single,5744,26959,1,Yes,11,Excellent,Very High,0,6,1,Better,6,4,0,3,3.25,0.14285714285714285,4,68928,63184,4,2,2,0,2,0,1,2,7,0,2,1,0,3,2
25,0,Travel_Rarely,1280,Research & Development,7,Below College,Medical,Very High,Male,64,Medium,1,Research Scientist,Very High,Married,2889,26897,1,No,11,Excellent,High,2,2,2,Better,2,2,2,1,3.5,1.0,0,34668,31779,2,2,1,1,3,3,1,2,6,3,1,0,0,0,2
22,0,Travel_Rarely,534,Research & Development,15,Bachelor,Medical,Medium,Female,59,High,1,Laboratory Technician,Very High,Single,2871,23785,1,No,15,Excellent,High,0,1,5,Better,0,0,0,0,3.0,1.0,0,34452,43065,3,2,1,0,3,2,0,0,2,3,2,0,0,0,2
51,0,Travel_Frequently,1456,Research & Development,1,Master,Medical,Low,Female,30,Medium,3,Healthcare Representative,Low,Single,7484,25796,3,No,20,Outstanding,High,0,23,1,Good,13,12,12,8,1.75,0.9285714285714286,0,89808,149680,2,1,1,4,3,1,0,2,0,1,2,0,1,0,3
34,1,Travel_Frequently,658,Research & Development,7,Bachelor,Life Sciences,Low,Male,66,Low,2,Laboratory Technician,High,Single,6074,22887,1,Yes,24,Outstanding,Very High,0,9,3,Better,9,7,0,6,2.75,0.1,7,72888,145776,2,1,1,0,1,1,1,1,2,0,2,1,1,3,2
54,0,Non-Travel,142,Human Resources,26,Bachelor,Human Resources,Very High,Female,30,Very High,4,Manager,Very High,Single,17328,13871,2,Yes,12,Excellent,High,0,23,3,Better,5,3,4,4,3.5,0.8333333333333334,-1,207936,207936,8,0,0,0,0,3,0,3,3,3,2,1,0,0,2
24,0,Travel_Rarely,1127,Research & Development,18,Below College,Life Sciences,Medium,Male,52,High,1,Laboratory Technician,High,Married,2774,13257,0,No,12,Excellent,High,1,6,2,Better,5,3,1,2,2.75,0.3333333333333333,2,33288,33288,3,2,1,1,1,2,1,0,2,0,1,0,0,0,2
34,0,Travel_Rarely,1031,Research & Development,6,Master,Life Sciences,High,Female,45,Medium,2,Research Scientist,Medium,Divorced,4505,15000,6,No,15,Excellent,High,1,12,3,Better,1,0,0,0,2.75,0.5,0,54060,67575,2,2,1,4,1,0,0,2,6,2,0,0,0,0,2
37,0,Travel_Rarely,1189,Sales,3,Bachelor,Life Sciences,High,Male,87,High,3,Sales Executive,Very High,Single,7428,14506,2,No,12,Excellent,Low,0,12,3,Better,5,3,1,3,2.75,0.3333333333333333,2,89136,89136,3,2,2,0,1,0,1,0,7,3,2,0,0,1,2
34,0,Travel_Rarely,1354,Research & Development,5,Bachelor,Medical,High,Female,45,Medium,3,Manager,Low,Single,11631,5615,2,No,12,Excellent,Very High,0,14,6,Better,11,10,5,8,2.75,0.5,5,139572,139572,2,2,1,0,3,0,0,2,3,1,2,0,0,3,2
36,0,Travel_Frequently,1467,Sales,11,College,Technical Degree,Medium,Female,92,High,3,Sales Executive,Very High,Married,9738,22952,0,No,14,Excellent,High,1,10,6,Better,9,7,2,8,3.0,0.3,5,116856,136332,3,1,2,2,5,2,0,0,7,3,1,0,0,0,2
36,0,Travel_Rarely,922,Research & Development,3,College,Life Sciences,Low,Female,39,High,1,Laboratory Technician,Very High,Divorced,2835,2561,5,No,22,Outstanding,Low,1,7,2,Better,1,0,0,0,2.25,0.5,0,34020,62370,3,2,1,2,1,1,0,0,2,3,0,0,1,1,2
43,0,Travel_Frequently,394,Sales,26,College,Life Sciences,High,Male,92,High,4,Manager,Very High,Married,16959,19494,1,Yes,12,Excellent,Very High,2,25,3,Best,25,12,4,12,3.75,0.19230769230769232,8,203508,203508,6,1,2,2,1,0,1,0,3,3,1,1,0,3,1
30,0,Travel_Frequently,1312,Research & Development,23,Bachelor,Life Sciences,Low,Male,96,Low,1,Research Scientist,High,Divorced,2613,22310,1,No,25,Outstanding,High,3,10,2,Good,10,7,0,9,2.25,0.09090909090909091,7,31356,65325,1,1,1,0,1,1,1,1,6,0,0,0,1,0,3
33,0,Non-Travel,750,Sales,22,College,Marketing,High,Male,95,High,2,Sales Executive,Medium,Married,6146,15480,0,No,13,Excellent,Low,1,8,2,Best,7,7,0,7,2.5,0.125,7,73752,79898,3,0,2,2,2,0,1,0,7,2,1,0,0,1,1
56,1,Travel_Rarely,441,Research & Development,14,Master,Life Sciences,Medium,Female,72,High,1,Research Scientist,Medium,Married,4963,4510,9,Yes,18,Excellent,Low,3,7,2,Better,5,4,4,3,2.0,0.8333333333333334,0,59556,89334,6,2,1,4,1,2,0,0,6,2,1,1,0,1,2
51,0,Travel_Rarely,684,Research & Development,6,Bachelor,Life Sciences,Low,Male,51,High,5,Research Director,High,Single,19537,6462,7,No,13,Excellent,High,0,23,5,Better,20,18,15,15,2.5,0.7619047619047619,3,234444,253981,3,2,1,0,1,1,1,0,5,0,2,0,0,0,2
31,1,Travel_Rarely,249,Sales,6,Master,Life Sciences,Medium,Male,76,Low,2,Sales Executive,High,Married,6172,20739,4,Yes,18,Excellent,Medium,0,12,3,Good,7,7,7,7,2.25,1.0,0,74064,111096,2,2,2,4,1,2,1,1,7,0,1,1,0,2,3
26,0,Travel_Rarely,841,Research & Development,6,Bachelor,Other,High,Female,46,Medium,1,Research Scientist,Medium,Married,2368,23300,1,No,19,Excellent,High,0,5,3,Good,5,4,4,3,2.5,0.8333333333333334,0,28416,44992,2,2,1,0,4,0,0,2,6,2,1,0,0,0,3
58,1,Travel_Rarely,147,Research & Development,23,Master,Medical,Very High,Female,94,High,3,Healthcare Representative,Very High,Married,10312,3465,1,No,12,Excellent,Very High,1,40,3,Good,40,10,15,6,3.5,0.3902439024390244,-5,123744,123744,3,2,1,4,3,3,0,0,0,3,1,0,0,3,3
19,1,Travel_Rarely,528,Sales,22,Below College,Marketing,Very High,Male,50,High,1,Sales Representative,High,Single,1675,26820,1,Yes,19,Excellent,Very High,0,0,2,Good,0,0,0,0,3.25,1.0,0,20100,31825,6,2,2,1,2,3,1,0,8,0,2,1,0,3,3
22,0,Travel_Rarely,594,Research & Development,2,Below College,Technical Degree,High,Male,100,High,1,Laboratory Technician,Very High,Married,2523,19299,0,No,14,Excellent,High,1,3,2,Better,2,1,2,1,3.25,1.0,-1,30276,35322,3,2,1,1,5,0,1,0,2,3,1,0,0,0,2
49,0,Travel_Rarely,470,Research & Development,20,Master,Medical,High,Female,96,High,2,Manufacturing Director,Low,Married,6567,5549,1,No,14,Excellent,High,0,16,2,Good,15,11,5,11,2.25,0.375,6,78804,91938,3,2,1,4,3,0,0,0,4,1,1,0,0,0,3
43,0,Travel_Frequently,957,Research & Development,28,Bachelor,Medical,Medium,Female,72,Very High,1,Research Scientist,High,Single,4739,16090,4,No,12,Excellent,Very High,0,18,2,Better,3,2,1,2,3.0,0.5,1,56868,56868,4,1,1,0,3,2,0,3,6,0,2,0,0,3,2
50,0,Travel_Frequently,809,Sales,12,Bachelor,Marketing,High,Female,77,High,3,Sales Executive,Very High,Single,9208,6645,4,No,11,Excellent,Very High,0,16,3,Better,2,2,2,1,3.5,1.0,0,110496,101288,3,1,2,0,2,0,0,0,7,3,2,0,0,3,2
31,1,Travel_Rarely,542,Sales,20,Bachelor,Life Sciences,Medium,Female,71,Low,2,Sales Executive,High,Married,4559,24788,3,Yes,11,Excellent,High,1,4,2,Better,2,2,2,2,2.75,1.0,0,54708,50149,2,2,2,0,1,2,0,1,7,0,1,1,0,0,2
41,0,Travel_Rarely,802,Sales,9,Below College,Life Sciences,High,Male,96,High,3,Sales Executive,High,Divorced,8189,21196,3,Yes,13,Excellent,High,1,12,2,Better,9,7,0,7,3.0,0.1,7,98268,106457,6,2,2,1,1,0,1,0,7,0,0,1,0,0,2
26,0,Travel_Rarely,1355,Human Resources,25,Below College,Life Sciences,High,Female,61,High,1,Human Resources,High,Married,2942,8916,1,No,23,Outstanding,Very High,1,8,3,Better,8,7,5,7,3.25,0.6666666666666666,2,35304,67666,3,2,0,1,1,0,0,0,1,0,1,0,1,3,2
36,0,Travel_Rarely,216,Research & Development,6,College,Medical,Medium,Male,84,High,2,Manufacturing Director,Medium,Divorced,4941,2819,6,No,20,Outstanding,Very High,2,7,0,Better,3,2,0,1,2.75,0.25,2,59292,98820,3,2,1,2,3,2,1,0,4,2,0,0,1,3,2
51,1,Travel_Frequently,1150,Research & Development,8,Master,Life Sciences,Low,Male,53,Low,3,Manufacturing Director,Very High,Single,10650,25150,2,No,15,Excellent,Very High,0,18,2,Better,4,2,0,3,3.0,0.2,2,127800,159750,1,1,1,4,1,1,1,1,4,3,2,0,0,3,2
39,0,Travel_Rarely,1329,Sales,4,Master,Life Sciences,Very High,Female,47,Medium,2,Sales Executive,High,Married,5902,14590,4,No,14,Excellent,High,1,17,1,Best,15,11,5,9,3.5,0.375,6,70824,82628,2,2,2,4,1,3,0,2,7,0,1,0,0,0,1
25,0,Travel_Rarely,959,Sales,28,Bachelor,Life Sciences,Low,Male,41,Medium,2,Sales Executive,High,Married,8639,24835,2,No,18,Excellent,Very High,0,6,3,Better,2,2,2,2,2.75,1.0,0,103668,155502,2,2,2,0,1,1,1,2,7,0,1,0,0,3,2
30,0,Travel_Rarely,1240,Human Resources,9,Bachelor,Human Resources,High,Male,48,High,2,Human Resources,Very High,Married,6347,13982,0,Yes,19,Excellent,Very High,0,12,2,Bad,11,9,4,7,3.0,0.4166666666666667,5,76164,120593,6,2,0,0,0,0,1,0,1,3,1,1,0,3,0
32,1,Travel_Rarely,1033,Research & Development,9,Bachelor,Medical,Low,Female,41,High,1,Laboratory Technician,Low,Single,4200,10224,7,No,22,Outstanding,Low,0,10,2,Best,5,4,0,4,1.75,0.16666666666666666,4,50400,92400,3,2,1,0,3,1,0,0,2,1,2,0,1,1,1
45,0,Travel_Rarely,1316,Research & Development,29,Bachelor,Medical,High,Male,83,High,1,Research Scientist,Very High,Single,3452,9752,5,No,13,Excellent,Medium,0,9,2,Good,6,5,0,3,2.75,0.14285714285714285,5,41424,44876,3,2,1,0,3,0,1,0,6,3,2,0,0,2,3
38,0,Travel_Rarely,364,Research & Development,3,Doctor,Technical Degree,Very High,Female,32,High,2,Research Scientist,High,Single,4317,2302,3,Yes,20,Outstanding,Medium,0,19,2,Better,3,2,2,2,3.0,0.75,0,51804,86340,6,2,1,3,5,3,0,0,6,0,2,1,1,2,2
30,0,Travel_Rarely,438,Research & Development,18,Bachelor,Life Sciences,Low,Female,75,High,1,Research Scientist,High,Single,2632,23910,1,No,14,Excellent,High,0,5,4,Good,5,4,0,4,2.25,0.16666666666666666,4,31584,36848,3,2,1,0,1,1,0,0,6,0,2,0,0,0,3
32,0,Travel_Frequently,689,Sales,9,College,Medical,Very High,Male,35,Low,2,Sales Executive,Very High,Divorced,4668,22812,0,No,17,Excellent,Very High,3,9,2,Best,8,7,0,7,4.0,0.1111111111111111,7,56016,79356,1,1,2,2,3,3,1,1,7,3,0,0,0,3,1
30,0,Travel_Rarely,201,Research & Development,5,Bachelor,Technical Degree,Very High,Female,84,High,1,Research Scientist,Low,Divorced,3204,10415,5,No,14,Excellent,Very High,1,8,3,Better,3,2,2,2,3.0,0.75,0,38448,44856,3,2,1,0,5,3,0,0,6,1,0,0,0,3,2
30,0,Travel_Rarely,1427,Research & Development,2,Below College,Medical,Medium,Male,35,Medium,1,Laboratory Technician,Very High,Single,2720,11162,0,No,13,Excellent,Very High,0,6,3,Better,5,3,1,2,3.25,0.3333333333333333,2,32640,35360,2,2,1,1,3,2,1,2,2,3,2,0,0,3,2
41,0,Travel_Frequently,857,Research & Development,10,Bachelor,Life Sciences,Very High,Male,91,Medium,4,Manager,Low,Divorced,17181,12888,4,No,13,Excellent,Medium,1,21,2,Good,7,6,7,7,2.25,1.0,-1,206172,223353,2,1,1,0,1,3,1,2,3,1,0,0,0,2,3
41,0,Travel_Rarely,933,Research & Development,9,Master,Life Sciences,High,Male,94,High,1,Laboratory Technician,Low,Married,2238,6961,2,No,21,Outstanding,Very High,1,7,2,Better,5,0,1,4,2.75,0.3333333333333333,-1,26856,46998,3,2,1,4,1,0,1,0,2,1,1,0,1,3,2
19,0,Travel_Rarely,1181,Research & Development,3,Below College,Medical,Medium,Female,79,High,1,Laboratory Technician,Medium,Single,1483,16102,1,No,14,Excellent,Very High,0,1,3,Better,1,0,0,0,2.75,0.5,0,17796,20762,3,2,1,1,3,2,0,0,2,2,2,0,0,3,2
40,0,Travel_Frequently,1395,Research & Development,26,Bachelor,Medical,Medium,Female,54,High,2,Research Scientist,Medium,Divorced,5605,8504,1,No,11,Excellent,Low,1,20,2,Better,20,7,2,13,2.0,0.14285714285714285,5,67260,61655,3,1,1,0,3,2,0,0,6,2,0,0,0,1,2
35,0,Travel_Rarely,662,Sales,1,Doctor,Marketing,High,Male,94,High,3,Sales Executive,Medium,Married,7295,11439,1,No,13,Excellent,Low,2,10,3,Better,10,8,0,6,2.25,0.09090909090909091,8,87540,94835,3,2,2,3,2,0,1,0,7,2,1,0,0,1,2
53,0,Travel_Rarely,1436,Sales,6,College,Marketing,Medium,Male,34,High,2,Sales Representative,High,Married,2306,16047,2,Yes,20,Outstanding,Very High,1,13,3,Bad,7,7,4,5,2.5,0.625,3,27672,46120,6,2,2,2,2,2,1,0,8,0,1,1,1,3,0
45,0,Travel_Rarely,194,Research & Development,9,Bachelor,Life Sciences,Medium,Male,60,High,2,Laboratory Technician,Medium,Divorced,2348,10901,8,No,18,Excellent,High,1,20,2,Bad,17,9,0,15,2.0,0.05555555555555555,9,28176,42264,3,2,1,0,1,2,1,0,2,2,0,0,0,0,0
32,0,Travel_Frequently,967,Sales,8,Bachelor,Marketing,Medium,Female,43,High,3,Sales Executive,Very High,Single,8998,15589,1,No,14,Excellent,Very High,0,9,2,Better,9,8,3,7,3.25,0.4,5,107976,125972,3,1,2,0,2,2,0,0,7,3,2,0,0,3,2
29,0,Non-Travel,1496,Research & Development,1,Below College,Technical Degree,Very High,Male,41,High,2,Manufacturing Director,High,Married,4319,26283,1,No,13,Excellent,Low,1,10,1,Better,10,7,0,9,2.75,0.09090909090909091,7,51828,56147,3,0,1,1,5,3,1,0,4,0,1,0,0,1,2
51,0,Travel_Rarely,1169,Research & Development,7,Master,Medical,Medium,Male,34,Medium,2,Manufacturing Director,High,Married,6132,13983,2,No,17,Excellent,High,0,10,2,Better,1,0,0,0,2.75,0.5,0,73584,104244,2,2,1,4,3,2,1,2,4,0,1,0,0,0,2
58,0,Travel_Rarely,1145,Research & Development,9,Bachelor,Medical,Medium,Female,75,Medium,1,Research Scientist,Medium,Married,3346,11873,4,Yes,20,Outstanding,Medium,1,9,3,Good,1,0,0,0,2.0,0.5,0,40152,66920,4,2,1,0,3,2,0,2,6,2,1,1,1,2,3
40,0,Travel_Rarely,630,Sales,4,Master,Marketing,High,Male,67,Medium,3,Sales Executive,Very High,Married,10855,8552,7,No,11,Excellent,Low,1,15,2,Good,12,11,2,11,2.5,0.23076923076923078,9,130260,119405,2,2,2,4,2,0,1,2,7,3,1,0,0,1,3
34,0,Travel_Frequently,303,Sales,2,Master,Marketing,High,Female,75,High,1,Sales Representative,High,Married,2231,11314,6,No,18,Excellent,Very High,1,6,3,Better,4,3,1,2,3.25,0.4,2,26772,40158,3,1,2,4,2,0,0,0,8,0,1,0,0,3,2
22,0,Travel_Rarely,1256,Research & Development,19,Below College,Medical,High,Male,80,High,1,Research Scientist,Very High,Married,2323,11992,1,No,24,Outstanding,Low,2,2,6,Better,2,2,2,2,2.75,1.0,0,27876,55752,3,2,1,1,3,0,1,0,6,3,1,0,1,1,2
27,0,Non-Travel,691,Research & Development,9,Bachelor,Medical,Very High,Male,57,High,1,Research Scientist,Medium,Divorced,2024,5970,6,No,18,Excellent,Very High,1,6,1,Bad,2,2,2,2,2.75,1.0,0,24288,36432,3,0,1,0,3,3,1,0,6,2,0,0,0,3,0
28,0,Travel_Rarely,440,Research & Development,21,Bachelor,Medical,High,Male,42,High,1,Research Scientist,Very High,Married,2713,6672,1,No,11,Excellent,High,1,5,2,Bad,5,2,0,2,2.75,0.16666666666666666,2,32556,29843,3,2,1,0,3,0,1,0,6,3,1,0,0,0,0
57,0,Travel_Rarely,334,Research & Development,24,College,Life Sciences,High,Male,83,Very High,3,Healthcare Representative,Very High,Divorced,9439,23402,3,Yes,16,Excellent,Medium,1,12,2,Bad,5,3,1,4,2.5,0.3333333333333333,2,113268,151024,8,2,1,2,1,0,1,3,0,3,0,1,0,2,0
27,0,Non-Travel,1450,Research & Development,3,Bachelor,Medical,High,Male,79,Medium,1,Research Scientist,High,Divorced,2566,25326,1,Yes,15,Excellent,Very High,1,1,2,Good,1,1,0,1,3.0,0.5,1,30792,38490,4,0,1,0,3,0,1,2,6,0,0,1,0,3,3
50,0,Travel_Rarely,1452,Research & Development,11,Bachelor,Life Sciences,High,Female,53,High,5,Manager,Medium,Single,19926,17053,3,No,15,Excellent,Medium,0,21,5,Better,5,4,4,4,2.5,0.8333333333333334,0,239112,298890,3,2,1,0,1,0,0,0,3,2,2,0,0,2,2
41,0,Travel_Rarely,465,Research & Development,14,Bachelor,Life Sciences,Low,Male,56,High,1,Research Scientist,High,Divorced,2451,4609,4,No,12,Excellent,Low,1,13,2,Better,9,8,1,8,2.0,0.2,7,29412,29412,3,2,1,0,1,1,1,0,6,0,0,0,0,1,2
30,0,Travel_Rarely,1339,Sales,5,Bachelor,Life Sciences,Medium,Female,41,High,3,Sales Executive,Very High,Married,9419,8053,2,No,12,Excellent,High,1,12,2,Better,10,9,7,4,3.0,0.7272727272727273,2,113028,113028,3,2,2,0,1,2,0,0,7,3,1,0,0,0,2
38,0,Travel_Rarely,702,Sales,1,Master,Life Sciences,Low,Female,59,Medium,2,Sales Executive,Very High,Single,8686,12930,4,No,22,Outstanding,High,0,12,2,Best,8,3,0,7,3.0,0.1111111111111111,3,104232,191092,2,2,2,4,1,1,0,2,7,3,2,0,1,0,1
32,0,Travel_Rarely,120,Research & Development,6,Doctor,Life Sciences,High,Male,43,High,1,Research Scientist,High,Single,3038,12430,3,No,20,Outstanding,Low,0,8,2,Better,5,4,1,4,2.5,0.3333333333333333,3,36456,60760,3,2,1,3,1,0,1,0,6,0,2,0,1,1,2
27,0,Travel_Rarely,1157,Research & Development,17,Bachelor,Technical Degree,High,Male,51,High,1,Research Scientist,Medium,Married,3058,13364,0,Yes,16,Excellent,Very High,1,6,3,Good,5,2,1,1,2.75,0.3333333333333333,1,36696,48928,6,2,1,0,5,0,1,0,6,2,1,1,0,3,3
19,1,Travel_Frequently,602,Sales,1,Below College,Technical Degree,High,Female,100,Low,1,Sales Representative,Low,Single,2325,20989,0,No,21,Outstanding,Low,0,1,5,Best,0,0,0,0,2.25,1.0,0,27900,48825,1,1,2,1,5,0,0,1,8,1,2,0,1,1,1
36,0,Travel_Frequently,1480,Research & Development,3,College,Medical,Very High,Male,30,High,1,Laboratory Technician,Medium,Single,2088,15062,4,No,12,Excellent,High,0,13,3,Good,8,7,7,2,2.75,0.8888888888888888,0,25056,25056,3,1,1,2,3,3,1,0,2,2,2,0,0,0,3
30,0,Non-Travel,111,Research & Development,9,Bachelor,Medical,High,Male,66,High,2,Laboratory Technician,Low,Divorced,3072,11012,1,No,11,Excellent,High,2,12,4,Better,12,9,6,10,2.5,0.5384615384615384,3,36864,33792,3,0,1,0,3,0,1,0,2,1,0,0,0,0,2
45,0,Travel_Rarely,1268,Sales,4,College,Life Sciences,High,Female,30,High,2,Sales Executive,Low,Divorced,5006,6319,4,Yes,11,Excellent,Low,1,9,3,Best,5,4,0,3,2.25,0.16666666666666666,4,60072,55066,6,2,2,2,1,0,0,0,7,1,0,1,0,1,1
56,0,Travel_Rarely,713,Research & Development,8,Bachelor,Life Sciences,High,Female,67,High,1,Research Scientist,Low,Divorced,4257,13939,4,Yes,18,Excellent,High,1,19,3,Better,2,2,2,2,2.5,1.0,0,51084,76626,6,2,1,0,1,0,0,0,6,1,0,1,0,0,2
33,0,Travel_Rarely,134,Research & Development,2,Bachelor,Life Sciences,High,Male,90,High,1,Research Scientist,Very High,Single,2500,10515,0,No,14,Excellent,Low,0,4,2,Best,3,1,0,2,3.0,0.25,1,30000,35000,3,2,1,0,1,0,1,0,6,3,2,0,0,1,1
19,1,Travel_Rarely,303,Research & Development,2,Bachelor,Life Sciences,Medium,Male,47,Medium,1,Laboratory Technician,Very High,Single,1102,9241,1,No,22,Outstanding,High,0,1,3,Good,1,0,1,0,2.75,1.0,-1,13224,24244,2,2,1,0,1,2,1,2,2,3,2,0,1,0,3
46,0,Travel_Rarely,526,Sales,1,College,Marketing,Medium,Female,92,High,3,Sales Executive,Low,Divorced,10453,2137,1,No,25,Outstanding,High,3,24,2,Better,24,13,15,7,2.25,0.64,-2,125436,261325,3,2,2,2,2,2,0,0,7,1,0,0,1,0,2
38,0,Travel_Rarely,1380,Research & Development,9,College,Life Sciences,High,Female,75,High,1,Laboratory Technician,Very High,Single,2288,6319,1,No,12,Excellent,High,0,2,3,Better,2,2,2,1,3.25,1.0,0,27456,27456,3,2,1,2,1,0,0,0,2,3,2,0,0,0,2
31,0,Travel_Rarely,140,Research & Development,12,Below College,Medical,High,Female,95,High,1,Research Scientist,Very High,Married,3929,6984,8,Yes,23,Outstanding,High,1,7,0,Better,4,2,0,2,3.25,0.2,2,47148,90367,6,2,1,1,3,0,0,0,6,3,1,1,1,0,2
34,0,Travel_Rarely,629,Research & Development,27,College,Medical,Very High,Female,95,High,1,Research Scientist,Medium,Single,2311,5711,2,No,15,Excellent,Very High,0,9,3,Better,3,2,1,2,3.25,0.5,1,27732,34665,3,2,1,2,3,3,0,0,6,2,2,0,0,3,2
